id,ticket_id,category,priority,question,response
716,BK0716,interest_rates,low,How do i savings account intrest rate percentage safely,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
717,BK0717,interest_rates,low,I am looking to latest home loan interest rate updates without visiting branch,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
718,BK0718,interest_rates,low,Check latest bank interest rates,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
719,BK0719,interest_rates,low,Where to view active interest rates table,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
720,BK0720,interest_rates,low,Please guide me on how to nri account intrst rates details instantly,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
721,BK0721,interest_rates,low,Maximum interest earning deposit options,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
722,BK0722,interest_rates,low,Tell me how I can current fd and rd interest rates,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
723,BK0723,interest_rates,low,Floating vs fixed interest rates difference,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
724,BK0724,interest_rates,low,How are interest rates determined by rbi,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
725,BK0725,interest_rates,low,Check interest payout frequency calculations,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
726,BK0726,interest_rates,low,What is the way to interest rate for 3 years fixed deposit,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
727,BK0727,interest_rates,low,What is the interest rate for senior citizens,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
728,BK0728,interest_rates,low,Please guide me on how to how are interest rates determined by rbi,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
729,BK0729,interest_rates,low,Show me how to current fd and rd interest rates instantly,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
730,BK0730,interest_rates,low,Latest deposit interest rate sheet online,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
731,BK0731,interest_rates,low,Check latest bank interest rates please,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
732,BK0732,interest_rates,low,Please help me to check latest bank interest rates safely,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
733,BK0733,interest_rates,low,Nri account interest rates details,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
734,BK0734,interest_rates,low,Interest rates for recurring deposit rd,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
735,BK0735,interest_rates,low,Interest rate for 3 years fixed deposit,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
736,BK0736,interest_rates,low,Nri account interest rates details,"Our latest standard interest rates are: Savings Account: 3.5% - 4.0% p.a., Fixed Deposits (1-year): 7.0% p.a. (7.5% for senior citizens), Home Loans: starting at 8.4% p.a., Personal Loans: 10.5% - 14.25% p.a. Please check our official portal's 'Interest Rates' section for active updates."
737,BK0737,cheque_book,medium,Could you help me can i order cheque book online,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
738,BK0738,cheque_book,medium,Show me how to how long to clear local check online,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
739,BK0739,cheque_book,medium,I am looking to request cheque book via mobile app,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
740,BK0740,cheque_book,medium,How long to clear local check,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
741,BK0741,cheque_book,medium,Track new cheque book delivery status online,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
742,BK0742,cheque_book,medium,Tell me how I can cheque stop payment process net banking from home,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
743,BK0743,cheque_book,medium,Charges for cheque book request,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
744,BK0744,cheque_book,medium,Cheque stop payment process net banking,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
745,BK0745,cheque_book,medium,How do i check status of my cleared cheque on the website,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
746,BK0746,cheque_book,medium,Request cheque book from atm machine,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
747,BK0747,cheque_book,medium,Are there limit on check leaves requests online,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
748,BK0748,cheque_book,medium,Request cheque book via mobile app,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
749,BK0749,cheque_book,medium,Request cheque book from atm machine,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
750,BK0750,cheque_book,medium,Could you help me how to stop payment of a cheque instantly,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
751,BK0751,cheque_book,medium,Cancel check stop payment request,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
752,BK0752,cheque_book,medium,Procedure to how to stop payment of a cheque without visiting branch,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
753,BK0753,cheque_book,medium,Request cheque book via mobile app,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
754,BK0754,cheque_book,medium,Is it possible to what is cheque bounce penalty fee,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
755,BK0755,cheque_book,medium,What is the way to what is cheque bounce penalty fee safely,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
756,BK0756,cheque_book,medium,Are there limit on cheque leaves requests,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
757,BK0757,cheque_book,medium,Quickest way to how long to clear local check safely,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
758,BK0758,cheque_book,medium,I am looking to cheque stop payment process net banking please,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
759,BK0759,cheque_book,medium,What is cheque bounce penalty fee,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
760,BK0760,cheque_book,medium,Outstation cheque clearing time limit,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
761,BK0761,cheque_book,medium,I am looking to how long to clear local check please,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
762,BK0762,cheque_book,medium,Request a new cheque book,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
763,BK0763,cheque_book,medium,Track new cheque book delivery status,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
764,BK0764,cheque_book,medium,Cheque clearing tracking system online,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
765,BK0765,cheque_book,medium,Can i order cheque book online,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
766,BK0766,cheque_book,medium,How long to clear local check,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
767,BK0767,cheque_book,medium,How to stop payment of a cheque,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
768,BK0768,cheque_book,medium,Check status of my cleared cheque,To request a new Cheque Book: Log in to Net Banking or the Mobile App -> Service Requests -> Cheque Book -> Select Account -> Request. It will be delivered to your registered address in 3-5 days. You can also request a Stop Payment or track clearance status in the same menu.
769,BK0769,passbook_services,low,M-passbook activation and registration,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
770,BK0770,passbook_services,low,Charges for duplicate passbook issue,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
771,BK0771,passbook_services,low,Can i get passbook printed on sunday kiosk,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
772,BK0772,passbook_services,low,How do i get a duplicate passbook from branch please,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
773,BK0773,passbook_services,low,Passbook updates missed call services,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
774,BK0774,passbook_services,low,How do i get a new physical passbook,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
775,BK0775,passbook_services,low,Kiosk passbook printing machine locations,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
776,BK0776,passbook_services,low,Where can i access my digital passbook instantly,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
777,BK0777,passbook_services,low,View mpassbook in mobile app,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
778,BK0778,passbook_services,low,What is the way to can i get passbook printed on sunday kiosk without visiting branch,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
779,BK0779,passbook_services,low,Show me how to how do i get a new physical passbook from home,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
780,BK0780,passbook_services,low,Is digital passbook valid for kyc records,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
781,BK0781,passbook_services,low,How to print passbook online,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
782,BK0782,passbook_services,low,Is it possible to kiosk passbook printing machine locations via mobile app,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
783,BK0783,passbook_services,low,How do i can i get passbook printed on sunday kiosk,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
784,BK0784,passbook_services,low,Passbook update rules at branch lobby now,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
785,BK0785,passbook_services,low,Lost my physical passbook how to replace,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
786,BK0786,passbook_services,low,Passbook update rules at branch lobby,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
787,BK0787,passbook_services,low,What is the way to is passbook available for current account,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
788,BK0788,passbook_services,low,What is the way to can i get passbook printed on sunday kiosk,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
789,BK0789,passbook_services,low,Where can i access my digital passbook,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
790,BK0790,passbook_services,low,Procedure to m-passbook activation and registration from home,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
791,BK0791,passbook_services,low,Show me how to passbook print format issues troubleshooting on the website,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
792,BK0792,passbook_services,low,Passbook print format issues troubleshooting,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
793,BK0793,passbook_services,low,Quickest way to passbook print format issues troubleshooting now,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
794,BK0794,passbook_services,low,Get a duplicate passbook from branch,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
795,BK0795,passbook_services,low,Can i get passbook printed on sunday kiosk instantly,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
796,BK0796,passbook_services,low,I want to lost my physical passbook how to replace on the website,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
797,BK0797,passbook_services,low,Passbook print format issues troubleshooting,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
798,BK0798,passbook_services,low,Is passbook available for current account,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
799,BK0799,passbook_services,low,Please help me to passbook update rules at branch lobby on the website,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
800,BK0800,passbook_services,low,How to view mpassbook in mobile app safely,"You can print your physical passbook at any automated self-service kiosk located at our branch lobbies. Alternatively, access your digital passbook (m-Passbook) instantly in our Mobile Banking App under Accounts -> m-Passbook for complete, paperless transaction records."
801,BK0801,branch_details,low,Show me how to lunch timings at branch counters,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
802,BK0802,branch_details,low,What are the branch working hours,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
803,BK0803,branch_details,low,Holiday calendar download pdf online,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
804,BK0804,branch_details,low,Contact details for branch manager,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
805,BK0805,branch_details,low,Branch opening hours near me safely,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
806,BK0806,branch_details,low,Show me how to schedule visit to home branch timings from home,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
807,BK0807,branch_details,low,Please help me to holiday calendar download pdf online,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
808,BK0808,branch_details,low,How to branch opening hours near me,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
809,BK0809,branch_details,low,Nearest branch location details urgently,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
810,BK0810,branch_details,low,Procedure to bank branch holiday list this month now,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
811,BK0811,branch_details,low,Is the bank open on saturday,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
812,BK0812,branch_details,low,Where is the local bank branch located now,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
813,BK0813,branch_details,low,Procedure to lunch timings at branch counters now,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
814,BK0814,branch_details,low,Second and fourth saturday holidays rules,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
815,BK0815,branch_details,low,Tell me how I can is this saturday a working day for bank safely,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
816,BK0816,branch_details,low,Show me how to branch code and address locator link instantly,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
817,BK0817,branch_details,low,Branch code and address locator link,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
818,BK0818,branch_details,low,Schedule visit to home branch timings,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
819,BK0819,branch_details,low,Lunch timings at branch counters,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
820,BK0820,branch_details,low,Is bank open today holiday check instantly,"Our branches are open Monday to Saturday from 10:00 AM to 4:00 PM. We are closed on all Sundays, the 2nd and 4th Saturdays of every month, and all public/state holidays. Use the 'Locate Us' feature in our app to find the nearest branch details."
